reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,day_diff,helpful_yes,total_vote,processed_text
A2OVOX7PQ77VZD,B007WTAJTO,"Javier Sanchez ""javoec""","[0, 0]","What else can I say... this SanDisk 32 GB class 10 works like a charm in my Galaxy SII i9100 (unlocked). If you're upgrading from an old smaller microSD card, I did this:1. Create a .img file of the old microSD with HDD Raw Copy Tool (freeware)2. Recover the saved .img file in the new microSD card with HDD Raw Copy Tool* Since the old microSD had only 8 GB, the new microSD card will have only 8 GB D:3. Install Minitool Partition wizard (freeware) and choose the new microSD.4. Choose the Move/Resize option.5. Drag the space to the full size of the new microSD card6. Don't forget to Apply7. Put the microSD in your phone and there you go all your stuff and apps saved to the microSD working.",5,Does what it says,1382745600,26-10-2013,408,0,0,else say sandisk class work like charm galaxy sii unlock upgrade old small microsd card create img file old microsd hdd raw copy tool freeware recover save img file new microsd card hdd raw copy tool since old microsd new microsd card install minitool partition wizard freeware choose new microsd choose moveresize option drag space full size new microsd card forget apply put microsd phone stuff apps save microsd work
A367W0KWG7UX2L,B007WTAJTO,Jaxjww,"[0, 0]","This is a class 10 adapter, and it lives up to its billing! I currently use it in my Android phone.",5,Works great!,1361145600,18-02-2013,658,0,0,class adapter live bill currently use android phone
A3G16QA2SFFWS4,B007WTAJTO,"Jay-Cee ""J.C.""","[0, 0]",I use this for my cell phone ( Lumia 810 ) and it works fine. the transfer speed is a little slower than other memory cards I have used but not by much.,4,Bought this as a memory card for my cell phone.,1356048000,21-12-2012,717,0,0,use cell phone lumia work fine transfer speed little slow memory card use much
A3BNCHS1PPN6G2,B007WTAJTO,JayDee,"[0, 0]",Device works exactly as expected.  Holds a lot of music videos.  Would recomment to anyone.  Great product!  What else can I say!,5,Just what I expected,1392595200,17-02-2014,294,0,0,device work exactly expect hold lot music video would recomment anyone great product else say
A2X6STJDYBUQHE,B007WTAJTO,Jay,"[0, 0]","I purchased this for my GoPro Hero3+ Black Edition and it works PERFECTLY!I use my GoPro for car riding, snowboarding, cliff jumping and much more.The 64GB SanDisk will for sure capture every moment of my life.",5,Capture with 64GB's,1386374400,12-07-2013,514,0,0,purchase gopro hero black edition work perfectlyi use gopro car rid snowboard cliff jump much morethe sandisk sure capture every moment life
AKL2YBT7JDU2Y,B007WTAJTO,jay,"[0, 0]","It's a storage device - a very small one physically, but it holds a lot. Great to add capacity to a tablet or cell.  This one does what it is supposed to do. It stores files in various formats. What more to ask for? A lower price I suppose. If you can wait a year, you'll doubtless have that.",5,does the job,1389398400,01-11-2014,37,0,0,storage device small one physically hold lot great add capacity tablet cell one suppose store file various format ask low price suppose wait year doubtless
AL5CUWBFBMWYQ,B007WTAJTO,"Jay ""jason_j_a""","[0, 0]",I bought this for my MS Surface tablet and this tripled my storage space.  I copy all my media to this and have endless hours of entertainment when I'm on a plane ride or in hotels.,5,Working great in a MS Surface,1365897600,14-04-2013,603,0,0,buy surface tablet triple storage space copy medium endless hour entertainment plane ride hotel
A3CCIWHN9OT64W,B007WTAJTO,Jaykron,"[1, 2]","I put this in my mom's ASUS Transformer Book T100TA-C1-GR to provide an ample amount of storage for all pictures, music, and movies. This performs very well and we've experience 0 lag so far. Great product.",4,Does the Job,1391212800,02-01-2014,340,1,2,put mom asus transformer book ttacgr provide ample amount storage picture music movie perform well experience lag far great product
A2W5F6CGCN3EMW,B007WTAJTO,Jay Macky,"[0, 0]","Works! And why should I write more..... damn it! Eleven more words... finally am done with this, CRAP!! THREE MORE WORDS??",5,works with samsung tab2 10.1,1360368000,02-09-2013,462,0,0,work write damn eleven word finally do crap three word
A3F96NESE2Q1K3,B007WTAJTO,JayMo7,"[0, 0]",Needed an inexpensive SD card for my new HTC One M8 and this was a perfect choice.  Works perfectly and thus far have no issues at al with it.,4,Micro SD,1401408000,30-05-2014,192,0,0,need inexpensive card new htc one perfect choice work perfectly thus far issue
A2R7LGGF0XYJGK,B007WTAJTO,Jay Payne,"[0, 0]",I have a MacBook Air and was curious if could put a TimeMachine backup on an SD Card.  For the experiment picked the SanDisk because:I've had great luck with their cards in the pastUsing a microSD gives me the most options with changing tech going forwardAmazon had it for $64 while it was $99 at Best Buy.Well guess what it works great!.,5,Use it with TimeMachine,1356220800,23-12-2012,715,0,0,macbook air curious could put timemachine backup card experiment pick sandisk becauseive great luck card pastusing microsd give option change tech go forwardamazon best buywell guess work great
AP7PULMWAXXLB,B007WTAJTO,"Jay_S ""jay_s""","[0, 0]","There isn't much more to be said.. First, there is the Sandisk name, Sandisk quality and Sandisk speed. The packaging was done well and shipping was not an issue.  As a professional for both video and photography, I've never had a Sandisk product fail me.  This unit was purchased specifically for my GoPro Hero 3+ Black, but could just as easily work in my Canon 5D mk III (with an adapter) in one of its dual slots.",5,Sandisk quality means a lot...,1388620800,01-02-2014,310,0,0,much say first sandisk name sandisk quality sandisk speed package do well ship issue professional video photography never sandisk product fail unit purchase specifically gopro hero black could easily work canon iii adapter one dual slot
A1SI5PT3CA9OWW,B007WTAJTO,Jayson L.,"[0, 0]","...at an awesome price.  Bought a few of these for my Camera, GoPro, and phone.  Great Cyber Monday price and all work as advertised.",5,Awesome product...,1387324800,18-12-2013,355,0,0,awesome price buy camera gopro phone great cyber monday price work advertise
A3LGV7FPODWXR1,B007WTAJTO,"Jay Why ""Lookin' for the Answer""","[0, 0]","Does everything it says without a hitch.  Works like a charm and reasonably priced, which makes it a good value too.",5,Does everything it says without a hitch,1363305600,15-03-2013,633,0,0,everything say without hitch work like charm reasonably price make good value
A24QA99TB8OTA7,B007WTAJTO,"JaziJoi ""Joi L. Aldridge""","[0, 0]",Does what is suppose to do.  I purchased it for my Samsung Galaxy Tablet 2 7.0.  No problems or complaints.,5,Great Price and Great Product,1355702400,17-12-2012,721,0,0,suppose purchase samsung galaxy tablet problem complaint
A36SDGTQ584S7Q,B007WTAJTO,Jazz and Cocktails,"[1, 1]",Using dbpoweramp I was able to rip my entire collection to this card at a reasonable quality level. That's the point. Make sure it is compatible with your device before you buy.,5,Works in my Galaxy Note 3.,1400112000,15-05-2014,207,1,1,use dbpoweramp able rip entire collection card reasonable quality level point make sure compatible device buy
ACS10ZOB8XCGO,B007WTAJTO,Jazzman,"[0, 0]","I use these in my tablet as well as my camera. I find slower speed cards do not work well when taking pictures or video. It would be nice if the SD adapter had built in WiFi, that way for my DSLR, I would only need to buy one WiFi card and simply replace it with these micro SD cards and save money.",5,Good price for a dual use fast 32GB card,1371686400,20-06-2013,536,0,0,use tablet well camera find slow speed card work well take picture video would nice adapter build wifi way dslr would need buy one wifi card simply replace micro card save money
AKOESN1LSWW6O,B007WTAJTO,"J. Baldwin ""JB""","[0, 0]","Use it in Sammy Tab 2, formatted in a HTC phone, then put in in the tab 2......",5,micro SD,1354924800,12-08-2012,848,0,0,use sammy tab format htc phone put tab
A3PHO4X5WTY57G,B007WTAJTO,"J. Banks ""Bluesman""","[0, 0]","Works as expected.  What else can be said.  These cards are almost &#34;silly person&#34; proof, but looking at some reviews may say otherwise.  Amazon shipped it fast and I am happy.",5,Solid,1384905600,20-11-2013,383,0,0,work expect else say card almost silly person proof look review may say otherwise amazon ship fast happy
A2VGG8JP5BCMH5,B007WTAJTO,J. Banks,"[0, 0]","I currently have all my downloaded music on this car sitting in my surface RT.  I haven't done any measurements on how fast the transfer rate of this card is, but I can tell you that it is fully capable of playing music and videos from the card to my Surface RT with no lag at all.  It was also a very good value as far as price/size/speed ratio.",5,Great value and adds space to my Surface RT,1364601600,30-03-2013,618,0,0,currently download music car sit surface do measurement fast transfer rate card tell fully capable play music video card surface lag also good value far pricesizespeed ratio
A1KPH5KQ2DXECT,B007WTAJTO,"JB ""BIG GUY""","[0, 0]","I have three of these cards now, being used between 2 devices. The oldest one is over a year old, and I just bought my third one. I've had no problems or errors of any kind, nor have I lost any data off any of them. I'd consider them a solid investment and great memory cards for the price per GB. They even see &#34;abuse&#34; in that they get used in a helmet sports cam sometimes, and all the shaking and hits haven't affected my card's ability to store video in the least.",5,"I own 3, one for over a year, and had no problems or complaints about any of them. I use them in a tablet and a sportscam",1383782400,11-07-2013,515,0,0,three card use device old one year old buy third one problem error kind lose data consider solid investment great memory card price per even see abuse get use helmet sport cam sometimes shake hit affect card ability store video least
A3BRHUW3A7R84K,B007WTAJTO,JBbyr4AnU,"[0, 0]","This San Disk Ultra is very fast and the 32 GB gives me lots of storage in my phone. I've got lots of room for apps, photos, music and other data, too. I'll have lots of fun filling it up.",5,Lots of memory and it's fast!,1367193600,29-04-2013,588,0,0,san disk ultra fast give lot storage phone get lot room apps photo music data ill lot fun fill
ASPKO1UZWET6Z,B007WTAJTO,Jbd22g,"[0, 0]",I use this everyday with my Microsoft Surface and I'm very happy. No issues and great speed. Wish the prices would drop even more though.,4,Great card,1357430400,01-06-2013,555,0,0,use everyday microsoft surface happy issue great speed wish price would drop even though
AL9LB55H47H6M,B007WTAJTO,J.Bentley,"[0, 0]","Got this for my girlfriend for the tablet I bought her, she love this as she can now put all the music and pictures on her tablet that she wants and doesn't have to worry about running out of space anymore.",5,"If you put media on your phone or tablet, you need this!",1396224000,31-03-2014,252,0,0,get girlfriend tablet buy love put music picture tablet want worry run space anymore
A5F4JI8IHZQKF,B007WTAJTO,JBF31643,"[0, 0]",The SD card arrived quickly and has worked ever since initial install. I have removed and used in adapter for laptop and put back in without issue. I'm using on Droid Razr M and always select unmount option in storage section prior to removal to ensure data is not lost. I have no complaints with this item. i bought this card to replace a 32GB card I purchased previously and suddenly stopped working. I paid a little more but some things are well worth it. I put a lot of MP3 files on my device so this card is great.,5,Great deal,1363046400,03-12-2013,370,0,0,card arrive quickly work ever since initial install remove use adapter laptop put back without issue use droid razr always select unmount option storage section prior removal ensure data lose complaint item buy card replace card purchase previously suddenly stop work pay little thing well worth put lot file device card great
ACZ2J7L3YWW92,B007WTAJTO,J-B,"[0, 0]","Great name brand class 10 card.  Great price, best on the net at the time I bought this one.  It works perfectly and is fast.  Can't go wrong.  Spend the extra couple of bucks for the real deal.  Don't be fooled by a knock off, slow speed, import.",5,Great Item,1359849600,02-03-2013,646,0,0,great name brand class card great price best net time buy one work perfectly fast wrong spend extra couple buck real deal fool knock slow speed import
A3D5M4UKH0KWP4,B007WTAJTO,JB,"[0, 0]",SanDisk is a great brand.. never had a complaint. Is working fine in my Galaxy Tab 3 .. would recommend,5,"Always good, always works",1381881600,16-10-2013,418,0,0,sandisk great brand never complaint work fine galaxy tab would recommend
A36XJYURKTVQ64,B007WTAJTO,"J. Blanco ""C""","[0, 0]",I bought this for my galaxy cell phone and I love having the extra space fro music and large picture files.,5,Perfect for my phone,1383264000,11-01-2013,696,0,0,buy galaxy cell phone love extra space fro music large picture file
A2UYZDN08UCRWA,B007WTAJTO,JBM,"[0, 0]","I liked the color; liked that I didn't have to worry about it getting confused with other microSD cards that I had lying around.  It functions as I expected, given that it was made by SanDisk",5,As expected,1351555200,30-10-2012,769,0,0,like color like worry get confuse microsd card lie around function expect give make sandisk
A2TFBNE93ZKDB6,B007WTAJTO,J. Burt,"[0, 0]","It's a fast card, reliable, and it offers tons more space for my Nook HD. Solid buy that you won't regret.",5,Lots of space,1373673600,13-07-2013,513,0,0,fast card reliable offer ton space nook solid buy regret
A16ZHJYDPDH4LI,B007WTAJTO,J. Bush,"[0, 0]",card worked automatically and immediately in Samsung Note 10.1 2014 edition tablet.  Transfer fast and faultless thus far.  Previous reports of issues with sandisk memory cards not working on some samsung/android devices concerned me but this doesn't seem to occur with the newer XC versions.,5,Excellent option for tablets,1382659200,25-10-2013,409,0,0,card work automatically immediately samsung note edition tablet transfer fast faultless thus far previous report issue sandisk memory card work samsungandroid device concern seem occur new version
AANX2UN8NPE22,B007WTAJTO,"jbwam ""jbwam""","[1, 1]","I just called Sandisk and they say they have a new card version that corrects the problem. 1-866-SANDISK (726-3475)Sandisk Tech says that the new package will show that the card is made after March, 2013 (don't know if that includes March, but probably does), and it should be corrected. Some older than late 2012 reportedly are ok.  Who knows.They even say that they will provide a free UPS return label.Of course, you are taking a risk as to whether the problem is really fixed, so keep backups.  I don't know what I would do.",2,Sandisk will replace failures due to bad batch...,1371168000,14-06-2013,542,1,1,call sandisk say new card version correct problem sandisk sandisk tech say new package show card make march know include march probably correct old late reportedly knowsthey even say provide free up return labelof course take risk whether problem really fix keep backup know would
A2061TSYMBADBN,B007WTAJTO,"JCB ""dependanSEA""","[0, 0]","Fast card while it worked.  Died less than a week after return period expired....  Must note though that that is the nature of any memory storage card or drive.  Some fail, some last forever.  Not SanDisk's fault, not amazons fault - it is what it is.  BUT it is for this reason that i think Amazon should extend the return period on items which fall into this category.  Dont worry amazon, i still love you - but feel like your played the role of a proctologist on this one...",1,Flash Memory is Flash Memory,1355443200,14-12-2012,724,0,0,fast card work die less week return period expire must note though nature memory storage card drive fail last forever sandisks fault amazon fault reason think amazon extend return period item fall category worry amazon still love feel like play role proctologist one
A3KO3964CNP0XN,B007WTAJTO,JCBiker,"[1, 1]","I bought this for my garmin virb action cam.  It will store 6-7 hours of video, which is great because that's all my batteries will record.  It's fast and big, what more can you want!",5,Great card,1383177600,31-10-2013,403,1,1,buy garmin virb action cam store hour video great battery record fast big want
A293WZ3G4IK2P5,B007WTAJTO,JC Cody,"[0, 0]","I use it in my Samsung Glaxy S3 to increase more GB. The device has 16 GB, now increase to 48 GB.",5,Great!!,1360368000,02-09-2013,462,0,0,use samsung glaxy increase device increase
A2OZBQI3VUC7GP,B007WTAJTO,J. Cervantes,"[0, 0]","It performs very well & bought at good price. Works great on my S3 with no problems. i used before on my Samsung Epic but the phone had trouble using it , kept getting &#34;sd card suddenly removed&#34;  notification.",5,bought this over a yr. ago & still going strong,1376524800,15-08-2013,480,0,0,perform well buy good price work great problem use samsung epic phone trouble use keep get card suddenly remove notification
A1NNL72I5TQLY9,B007WTAJTO,JC,"[0, 0]",What more can I say?I'm using it to double the memory of my Asus TF700 (from 32 to 64Gb) and this card has a good read/write performance and it's SanDisk!Recommended.,5,It's a SanDisk card...,1371600000,19-06-2013,537,0,0,sayim use double memory asus card good readwrite performance sandiskrecommended
A1FU31LPSC5R8Q,B007WTAJTO,"JConn_Lefty ""Steve""","[0, 0]","been using it for about a year now with no issues. come on amazon, how much more can i put on this review? it's a memory card.",4,item is just as described,1392249600,13-02-2014,298,0,0,use year issue come amazon much put review memory card
AEM7AFA3T2A81,B007WTAJTO,Jcrutch72,"[0, 0]","popped it in, formatted, works fine....be sure and power down first, i didnt and it didnt like it, had to reboot anyway.",5,Works with RAZR HD MAXX,1351036800,24-10-2012,775,0,0,pop format work finebe sure power first like reboot anyway
A29JL94C1EAM9S,B007WTAJTO,J. Cruz,"[0, 0]",I bought this micro SD card for my Galaxy Note 2 about 5 months ago and its been great. Plug and play with no problems. It recognized it immediate and right after I was able to transfer 20gb of videos/music to my phone right away. The transfer speed is good and is what I was expecting from reading guides on these type of SD cards. This is a good product and I recommend it to anyone looking for a SD card.,5,As advertised...,1366934400,26-04-2013,591,0,0,buy micro card galaxy note month ago great plug play problem recognize immediate right able transfer videosmusic phone right away transfer speed good expect read guide type card good product recommend anyone look card
A17XFXEZTQ55X8,B007WTAJTO,J. David Kerr,"[0, 0]",I placed the SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card without the  Adapter in my Samsung HMX W200 Camcorder and it works great!,5,San Disk Ultra 32 GB MicroSDHC,1370563200,06-07-2013,520,0,0,place sandisk ultra microsdhc cuhs memory card without adapter samsung hmx camcorder work great
A2FSUMOO31ZVNQ,B007WTAJTO,J. Davis,"[0, 0]","Used with my GoPro Hero 3 black edition and it works like a charm! It comes with the adaptor to use in a regular SD card slot, or can be read with any microSD card reader with no issues.  Pushing video, even high quality, high frame rate video to this card is flawless.",5,Outstanding Product,1362009600,28-02-2013,648,0,0,use gopro hero black edition work like charm come adaptor use regular card slot read microsd card reader issue push video even high quality high frame rate video card flawless
A2KEBWAS3QBW0W,B007WTAJTO,J/D.,"[0, 0]","It's amazing to think that I need the space, but I do, and 32 GB is nice. Love not having to worry about needing more space on my phone...yet.",5,Ahhh....more space!,1397779200,18-04-2014,234,0,0,amaze think need space nice love worry need space phoneyet
A1KNY1CNOYUW5Q,B007WTAJTO,JD,"[0, 0]",I use this in my Go Pro. Never had an issue with it recording 1080p video it doesn't skip a beat.  It's hard to beat any of the prices on sd cards on amazon this is always the first place I check.,5,Another great Sandisk product,1364428800,28-03-2013,620,0,0,use pro never issue record video skip beat hard beat price card amazon always first place check
A38CLSCS4SV1JT,B007WTAJTO,JD,"[0, 0]","Popped in my Galaxy S5. Works.Disk came with an enclosure to be used when inserting into PCs, laptops, and other devices.Shipping was fast.",5,Works,1401148800,27-05-2014,195,0,0,pop galaxy worksdisk come enclosure use insert pc laptop devicesshipping fast
A1ZPYISV1IKQ5O,B007WTAJTO,"J. Dominique Andre ""Dominique Andre""","[0, 0]","I bought it for my new galaxy note and I realized the device didn't recognize it...tried it on other devices, laptops, desktop, macbook didn't work...Very disappointed !",1,Not working (out of the box),1387929600,25-12-2013,348,0,0,buy new galaxy note realize device recognize ittried device laptop desktop macbook workvery disappoint
ABVYGB2TKBO8F,B007WTAJTO,"J. Donaldson ""Cal-diver""","[0, 0]",This little microSDHC memory card from SanDisk is equal to their reputation. It is fast enough and large enough to store and stream full length movies that we've ripped from our own DVD collection. This is a perfect addition to our new smartphones. We bought three of these for our recently purchased smartphones.Highly recommended by me.,5,Inexpensive and fast enough to stream video on my smartphone,1384041600,11-10-2013,423,0,0,little microsdhc memory card sandisk equal reputation fast enough large enough store stream full length movie rip dvd collection perfect addition new smartphones buy three recently purchase smartphoneshighly recommend
A16LE2XBKYYRJJ,B007WTAJTO,J. Dresser,"[0, 0]","The disk keeps up with the data input, it's neat and compact, it responds to the computer readily. I really like it. Might get another one and I'd recommend it to a friend anytime.",5,Review SanDisk SDSDQUA-064G-U46A Ultra 64 GB microSDXC Class 10 UHS-1 Memory Card,1383523200,11-04-2013,606,0,0,disk keep data input neat compact respond computer readily really like might get another one recommend friend anytime
AXL5GGD8MPGWE,B007WTAJTO,J. D. Rohne,"[0, 0]",Use it in my tablet pc as extra drive it has great speeds verse some cheaper brands. Nothing else really to say,5,great product,1388188800,28-12-2013,345,0,0,use tablet extra drive great speed verse cheap brand nothing else really say
A1558A8YRMTTJT,B007WTAJTO,"J.E. Amiot ""Joe""","[0, 0]","SanDisk makes quality products and you can count on them at a small price than the competition. Again, why pay more for the same thing when this fits the bill for your needs. Save your extra money or give it to a needy family member....We recommend this product with an A+ rating.",5,Great price on 32GB storage memory cart!!!,1392249600,13-02-2014,298,0,0,sandisk make quality product count small price competition pay thing fit bill need save extra money give needy family memberwe recommend product rat
A2HS5LW01Y6WY4,B007WTAJTO,jeanette,"[0, 0]","I bought it to have extra storage on my Samsung tablet. If anyone wonders in which direction you place it in the black side is on the back, while the red and gray side face the front screen. Aldo works great on my canon dslr with the adapter.",5,Fast and descent,1390262400,21-01-2014,321,0,0,buy extra storage samsung tablet anyone wonder direction place black side back red gray side face front screen aldo work great canon dslr adapter
A3JGFMYA6OI31I,B007WTAJTO,Jean-francois Noel,"[0, 0]",Brand new card working perfectly good.  Using it with my action cameras: Gopro Hero3 and Contour GPS.  No problem so far!,5,No problem so far,1391385600,02-03-2014,281,0,0,brand new card work perfectly good use action camera gopro hero contour gps problem far
A2RSY6T4WX09YI,B007WTAJTO,jeanjaguar,"[0, 0]",I bought this for my new Gopro3 black. It works wonderfully! I totally recommend it if you're looking for some high quality and speed,5,Works,1363824000,21-03-2013,627,0,0,buy new gopro black work wonderfully totally recommend look high quality speed
AZKN9KO2ECFFZ,B007WTAJTO,JEFE,"[1, 1]",Put this in the Samsung S5.  Works great.  stores lots of pictures and is easy to load and unload. you can also download the pictures to your computer easily.,5,great memory,1402876800,16-06-2014,175,1,1,put samsung work great store lot picture easy load unload also download picture computer easily
A1EH3IB1M8LI9F,B007WTAJTO,Jeff A,"[0, 0]",Got this for my new Galaxy S3. It works great. Tripled my memory and it's compatible! Worth every cent to be able to carry a TON of music and podcasts.,5,Android Phone,1361404800,21-02-2013,655,0,0,get new galaxy work great triple memory compatible worth every cent able carry ton music podcast
A37001FDGGE639,B007WTAJTO,Jeff Baker,"[0, 0]",Bought this micro sd card for my Samsung Galaxy Note 2 and it works flawlessly. Lots of space and fast!,5,Fast with lots of space,1369008000,20-05-2013,567,0,0,buy micro card samsung galaxy note work flawlessly lot space fast
A24CVTS4QZM2EL,B007WTAJTO,"Jeff ""Brown Coat""","[0, 0]","From what I've seen, this memory seems to have the best stats for transfer speeds and whatnot, but I'll let you do that research on your own, as far as the rest is concerned.Pros:The packaging was plenty to protect the product.Came with the adapter to the full size SD card (most of them do, but this is definitely nice)The price beat those that I could find locally.Cons:none really that I can think of.",5,Good memory card.,1370908800,06-11-2013,397,0,0,see memory seem best stats transfer speed whatnot ill let research far rest concernedprosthe package plenty protect productcame adapter full size card definitely nicethe price beat could find locallyconsnone really think
A3Q0D79RQZO91V,B007WTAJTO,"Jeff Chasick ""average user""","[0, 0]","Great price (at the time i purchased it) - sanDisk is known for making great memory cards - use it,in my GoPro",5,Great products-'fast shipping,1384646400,17-11-2013,386,0,0,great price time purchase sandisk know make great memory card use itin gopro
A2VQKZXU3215O7,B007WTAJTO,Jeff DeVore,"[0, 0]","I ordered this for use in my SGH-I337, it was delivered in 3 days and I have had no problems with it so far. I would have to say this was a great buy for the price and I would suggest it for use in any high end smartphone.",5,Excellent,1395273600,20-03-2014,263,0,0,order use sghi deliver day problem far would say great buy price would suggest use high end smartphone
A3EUD541ZM0R0R,B007WTAJTO,Jeff Felker,"[0, 0]","I've used this in an assortment of phones and other devices and it works flawlessly and has good transfer speeds, not once have I ever had a problem with this card or any of the many Sandisk cards I've used, I will keep using this brand as it hasn't failed me yet and great little devices like this one make my life easier.",5,Amazing Micro SDHC card,1396828800,04-07-2014,157,0,0,use assortment phone device work flawlessly good transfer speed ever problem card many sandisk card use keep use brand fail yet great little device like one make life easy
AJWN7P2JU1KYN,B007WTAJTO,jeff,"[0, 0]",I bought this memory card to replace a 4gb memory card in a ZTE valey phoneand it works great.,5,Sandisk ultra 16 gb microsdhc memory card,1393804800,03-03-2014,280,0,0,buy memory card replace memory card zte valey phoneand work great
ADYZKTC3R4X63,B007WTAJTO,Jeff,"[0, 0]",Many devices still don't work well with 64GB capacity cards. These 32GB cards are often available on sell for a great price and work fantastically.,5,Great amount of storage at a great price,1404000000,29-06-2014,162,0,0,many device still work well capacity card card often available sell great price work fantastically
A1F936BT12Y3H7,B007WTAJTO,jeff,"[0, 0]",Swapped this into my GoPro and put the 32gb card from there into my S4. In both cases I'm completely satisfied with the cards.,5,Exactly what you want,1389916800,17-01-2014,325,0,0,swap gopro put card case completely satisfy card
A1TSIEH27DFESG,B007WTAJTO,Jeff,"[0, 0]","this card is great and at 20 bucks its a steal. The card handles high transfer speeds which is good for music, pictures and videos. Do not get any lag or have to wait for card to load up.",5,highspeed,1379376000,17-09-2013,447,0,0,card great buck steal card handle high transfer speed good music picture video get lag wait card load
A3O2CWAXF6ZTIL,B007WTAJTO,Jeff,"[0, 1]","This card was dead on arrival and did not work whatsoever. When copying files to it, the transfer speed was below 1MB/s and then when I would eject the card the contents I just transferred would be lost. The card refused to format, I got an error message that the lock was on when it was not. Definitely a dud. I exchanged for a Kingston card of the same size which worked and still works flawlessly.",1,Dead on arrival,1359676800,02-01-2013,705,0,1,card dead arrival work whatsoever copy file transfer speed mb would eject card content transfer would lose card refuse format get error message lock definitely dud exchange kingston card size work still work flawlessly
AC38EBJ5IML9T,B007WTAJTO,jeff hollis,"[0, 0]",Works great with my Samsung Galaxy Note II.  Install it and forget about it.  I've never had a problem with it.,5,Tons of space,1380844800,10-04-2013,607,0,0,work great samsung galaxy note install forget never problem
A1BG8BAGD66PRP,B007WTAJTO,Jeffrey Galicinao,"[0, 0]",I purchased this product specifically to utilize it for my Sony Action Cam's.  The SanDisk product works well with it.  I have and not problems whatsoever.  I would recommend  this product for use with the Sony Action Cam or any camera requiring a Micro SDHC card.,5,Great for use with the Sony Aciton Cam.,1390780800,27-01-2014,315,0,0,purchase product specifically utilize sony action cam sandisk product work well problem whatsoever would recommend product use sony action cam camera require micro sdhc card
ATB5V2E3NRYI4,B007WTAJTO,Jeffrey R. Driggers,"[0, 0]","Works like a memory card should work.  Saves stuff, deletes stuff, transfers stuff, and its just good for lots of stuff.  No problems so far.",5,Memory Giant,1384041600,11-10-2013,423,0,0,work like memory card work save stuff delete stuff transfer stuff good lot stuff problem far
A2MKWRNMV6GHXV,B007WTAJTO,Jeffs162,"[0, 0]","I used this Memory Card to Expand the Memory in my Smartphone. It worked as expected and was easy to setup. I copied the Stuff from my older MicroSD Card to my computer, changed cards, gave it a couple of minutes to Initialize, and copied the stuff back... Worked great.",4,Helped quite a bit.,1398643200,28-04-2014,224,0,0,use memory card expand memory smartphone work expect easy setup copy stuff old microsd card computer change card give couple minute initialize copy stuff back work great
A216VDO5BCPX4X,B007WTAJTO,"Jeff Vier ""boinger""","[0, 0]","It's fast fast fast, and big big big.  It's exactly what you need to record all of your ill-advised shenanigans with your friends.",5,Put this in your GoPro,1366675200,23-04-2013,594,0,0,fast fast fast big big big exactly need record illadvised shenanigan friend
A26PUTUFVA8PKK,B007WTAJTO,Jeff Wilhelm,"[0, 0]",Awesome storage. So much space. You just have to format it to the correct format for a phone. and walla you have a ton of space.,5,Large Space Small Size,1384992000,21-11-2013,382,0,0,awesome storage much space format correct format phone walla ton space
A1MY06YUAXILFZ,B007WTAJTO,J. Eggenton,"[0, 0]",I have this in my LG Optimus F3 cell phone and I can't believe how fast the file transfer is.  I can take pictures on this card as quickly as I can click the shutter button.  I am very happy with the card and the price I paid for it.,5,Super fast,1403136000,19-06-2014,172,0,0,optimus cell phone believe fast file transfer take picture card quickly click shutter button happy card price pay
A3SP6JK7T0A9OV,B007WTAJTO,je,"[0, 0]",Very fast reading and writing for my samsung galaxy s4 from verizon. Highly recommended. Sandisk is numero uno for smartphones.,5,great,1371686400,20-06-2013,536,0,0,fast read write samsung galaxy verizon highly recommend sandisk numero uno smartphones
A2ZO4ZZ4G8BABR,B007WTAJTO,"Jelly ""jelly""","[0, 0]","I have purchased two of these. They are cheap enough to buy so you get the fastest on the market. Then you don't have to worry about running out of space, so fast. SanDisk are very reliable as a whole.",5,Go big or go home.,1394409600,03-10-2014,66,0,0,purchase two cheap enough buy get fast market worry run space fast sandisk reliable whole
A3BSY4D0RWKIG7,B007WTAJTO,J. Emerson,"[0, 0]","We have 4 of the 32GB cards in our cell phones and love them.  They offer plenty of room for pix, music, and videos and are fast to save and load from..  Someday, when I get my desired tablet PC, I will be getting another one of these for it!",5,SanDisk Ultra MicroSDHC,1392249600,13-02-2014,298,0,0,card cell phone love offer plenty room pix music video fast save load someday get desire tablet get another one
A24FQNZ2ZCP9UH,B007WTAJTO,Jen,"[0, 0]","64GB... I'm set for I don't know how long. I bought one for my Note 8 and my S3. I've loaded tons of pics and music and still have more than enough space to last me for a long, long, long time.Thank you Samsung for having your new devices able to read 64GB microSD cards.",5,Who doesn't love this???,1367366400,05-01-2013,702,0,0,set know long buy one note load ton pic music still enough space last long long long timethank samsung new device able read microsd card
A3JWSKJM8L3X9Z,B007WTAJTO,Jennifer,"[0, 3]",I don't notice any significant performance increase over the less expensive class 4 sandisk sd card.  I don't recommend this card.,1,Not really faster than class 4,1352764800,13-11-2012,755,0,3,notice significant performance increase less expensive class sandisk card recommend card
